date,appliance,usage_hours,power_watts,hour,room
2026-09-18,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-18,Laptop,0.8,65,16,Home Office
2026-09-18,Refrigerator,0.49,200,17,Kitchen
2026-09-18,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-18,Laptop,0.8,65,17,Home Office
2026-09-18,Refrigerator,0.43,200,18,Kitchen
2026-09-18,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-18,LED Lights,1.0,40,18,All Rooms
2026-09-18,Refrigerator,0.42,200,19,Kitchen
2026-09-18,Television,0.95,120,19,Living Room
2026-09-18,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-18,LED Lights,1.0,40,19,All Rooms
2026-09-18,Refrigerator,0.5,200,20,Kitchen
2026-09-18,Air Conditioner,0.73,1500,20,Master Bedroom
2026-09-18,Television,0.92,120,20,Living Room
2026-09-18,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-18,LED Lights,1.0,40,20,All Rooms
2026-09-18,Microwave,0.25,1200,20,Kitchen
2026-09-18,Refrigerator,0.41,200,21,Kitchen
2026-09-18,Air Conditioner,0.73,1500,21,Master Bedroom
2026-09-18,Television,0.87,120,21,Living Room
2026-09-18,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-18,LED Lights,1.0,40,21,All Rooms
2026-09-18,Refrigerator,0.44,200,22,Kitchen
2026-09-18,Air Conditioner,0.78,1500,22,Master Bedroom
2026-09-18,Television,0.88,120,22,Living Room
2026-09-18,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-18,LED Lights,1.0,40,22,All Rooms
2026-09-18,Refrigerator,0.47,200,23,Kitchen
2026-09-18,Air Conditioner,0.79,1500,23,Master Bedroom
2026-09-18,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-18,LED Lights,1.0,40,23,All Rooms
